name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,notplayingreason,notplayingdescription,player_id,jersey_num,position,starter,on_court,played,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,ast_proj
Chandler Hutchison,PHX,0022100783,1628990,6,4,2,0.667,3.7294444444444443,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0,0.6666666666666666,15,0,0,ATL,0022100783,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:07,Base Set,Common,2,Dunk,2021-04-28 23:30:00+00:00,Washington Wizards,12000,10910.0,0.0,701.0,398.0,0.0,12.0,9,0.00%,-10.0,0.0,426.0,True,False,False,False,VISIBLE,de5af95e-920e-4cfc-880e-89a19774f96f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+de5af95e-920e-4cfc-880e-89a19774f96f,0.00%,12000,9,Dunk,2,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,64-61,3,0.16666666666666666
Chris Paul,PHX,0022100783,101108,50,41,9,0.82,33.06126666666667,5.58,11.42,0.489,1.06,3.08,0.344,2.66,3.18,0.836,0.32,4.22,4.54,10.42,2.32,1.88,0.34,0.2,2.14,3,14.88,341,25,2,ATL,0022100783,away,ACTIVE,nan,nan,101108.0,3,PG,Starter,In Game,1,7,0,0,7,6,0.857142857142857,0,1.0,0,0,0,0,0.0,43,17.6,43,0,13,0,10,0,3,0,3,2,1,1,1.0,0,6,5,0.833333333333334,ATL,2022-02-03 21:09,Base Set,Common,2,Jump Shot,2021-01-02 02:00:00+00:00,Phoenix Suns,35000,32877.0,0.0,1692.0,460.0,0.0,12.0,6,20.00%,20.0,20.0,1833.0,False,False,False,False,VISIBLE,4bdf23f0-3b57-444f-8eae-474fe3134f22,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4bdf23f0-3b57-444f-8eae-474fe3134f22,5.49%,1434,480,Handles,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Jump Shot,Base Set-Common-1-Handles,64-61,3,12.21
Deandre Ayton,PHX,0022100783,1629028,29,23,6,0.793,29.813793103448276,7.241379310344827,11.344827586206897,0.638,0.06896551724137931,0.27586206896551724,0.25,2.0344827586206895,2.8275862068965516,0.72,2.7241379310344827,7.689655172413793,10.413793103448276,1.4827586206896552,1.793103448275862,0.7931034482758621,0.7931034482758621,0.7241379310344828,2.2758620689655173,2,16.586206896551722,91,16,0,ATL,0022100783,away,ACTIVE,nan,nan,1629028.0,22,C,Starter,In Game,1,4,0,0,5,3,0.6,0,0.0,1,0,0,0,0.0,40,16.066666666666666,43,3,6,0,6,0,3,1,4,1,0,0,0.0,0,5,3,0.6,ATL,2022-02-03 21:13,Base Set,Common,2,Dunk,2020-12-30 03:00:00+00:00,Phoenix Suns,15000,14401.0,0.0,599.0,6.0,0.0,12.0,39,5.41%,11.43,14.71,628.0,False,False,False,False,VISIBLE,58b60d70-7a4f-4766-ae6d-6c573c816b92,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+58b60d70-7a4f-4766-ae6d-6c573c816b92,-0.59%,2986,169,Dunk,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,64-61,3,4.741379310344827
Devin Booker,PHX,0022100783,1626164,43,36,7,0.837,33.823798449612404,9.209302325581396,20.674418604651162,0.445,2.6744186046511627,7.046511627906977,0.38,4.27906976744186,4.976744186046512,0.86,0.8372093023255814,4.627906976744186,5.465116279069767,4.348837209302325,2.511627906976744,1.0,0.3488372093023256,0.8604651162790697,2.488372093023256,4,25.372093023255815,252,2,0,ATL,0022100783,away,ACTIVE,nan,nan,1626164.0,1,SG,Starter,In Game,1,2,0,1,14,6,0.428571428571429,0,3.0,2,0,1,1,1.0,46,16.565833333333334,45,-1,13,0,6,2,0,0,0,1,4,0,0.0,1,10,6,0.6,ATL,2022-02-03 21:07,Base Set,Common,2,Handles,2021-05-01 02:00:00+00:00,Phoenix Suns,40000,34186.0,0.0,3427.0,2431.0,0.0,12.0,5,0.00%,0.0,0.0,1656.0,False,False,False,False,VISIBLE,8196860f-6fce-4322-9e5f-97417ff18668,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+8196860f-6fce-4322-9e5f-97417ff18668,2.96%,1358,695,Block,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Handles,Base Set-Common-1-Block,64-61,3,4.174418604651162
Elfrid Payton,PHX,0022100783,203901,30,24,6,0.8,11.098444444444445,1.3666666666666667,3.566666666666667,0.383,0.06666666666666667,0.36666666666666664,0.182,0.26666666666666666,0.6,0.444,0.5,1.4333333333333333,1.9333333333333333,1.8333333333333333,0.9333333333333333,0.5333333333333333,0.13333333333333333,0.6666666666666666,0.8333333333333334,0,3.066666666666667,11,0,0,ATL,0022100783,away,ACTIVE,nan,nan,203901.0,2,nan,Bench,On Bench,1,4,0,0,1,0,0.0,0,1.0,0,0,0,0,0.0,24,7.333333333333333,18,-6,0,0,0,0,2,0,2,1,0,0,0.0,3,1,0,0.0,ATL,2022-02-03 21:09,Base Set,Common,2,Handles,2021-01-18 17:00:00+00:00,New York Knicks,12000,11271.0,0.0,542.0,190.0,0.0,12.0,18,0.00%,0.0,0.0,361.0,True,False,False,False,VISIBLE,211c8cbe-9268-4338-8098-20c1b1d8e2fa,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+211c8cbe-9268-4338-8098-20c1b1d8e2fa,0.00%,12000,18,Handles,2,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Handles,Base Set-Common-2-Handles,64-61,3,4.916666666666666
Emanuel Terry,PHX,0022100783,1629150,3,2,1,0.667,6.07,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.3333333333333335,5.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,0.0,1.3333333333333333,0,0.0,-19,0,0,ATL,0022100783,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,64-61,3,0.3333333333333333
Frank Kaminsky,PHX,0022100783,1626163,9,8,1,0.889,20.10425925925926,4.0,7.333333333333333,0.545,0.5555555555555556,1.6666666666666667,0.333,2.0,2.2222222222222223,0.9,1.2222222222222223,3.3333333333333335,4.555555555555555,1.4444444444444444,0.5555555555555556,0.8888888888888888,0.7777777777777778,0.3333333333333333,1.5555555555555556,2,10.555555555555555,39,0,0,ATL,0022100783,away,INACTIVE,INACTIVE_INJURY,Right Knee; Stress reaction,1626163.0,8,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-03 21:31,Base Set,Common,3,Layup,2021-11-11 02:00:00+00:00,Phoenix Suns,12000,10791.0,0.0,1113.0,105.0,0.0,2.0,11,0.00%,-8.33,10.0,281.0,True,nan,nan,nan,VISIBLE,e5cb7182-e2b7-4ab3-8fc2-0738b79f30c1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e5cb7182-e2b7-4ab3-8fc2-0738b79f30c1,0.00%,12000,11,Layup,3,Base Set,Common,"Wed, Jan 12",INJ - exp. back May 1,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,64-61,3,0.7222222222222222
Ish Wainright,PHX,0022100783,1630688,24,20,4,0.833,7.598333333333334,0.8333333333333334,2.2083333333333335,0.377,0.375,1.25,0.3,0.08333333333333333,0.16666666666666666,0.5,0.75,0.6666666666666666,1.4166666666666667,0.375,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.25,0,2.125,49,0,0,ATL,0022100783,away,ACTIVE,nan,nan,1630688.0,12,nan,Bench,On Bench,1,0,0,0,1,0,0.0,0,1.0,1,0,0,0,0.0,19,5.85,15,-4,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,ATL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,64-61,3,0.1875
JaVale McGee,PHX,0022100783,201580,44,36,8,0.818,16.153181818181817,4.136363636363637,6.318181818181818,0.655,0.022727272727272728,0.09090909090909091,0.25,1.5,2.227272727272727,0.673,2.3181818181818183,4.681818181818182,7.0,0.6590909090909091,1.5,0.29545454545454547,0.8863636363636364,0.22727272727272727,2.6363636363636362,2,9.795454545454545,118,7,0,ATL,0022100783,away,ACTIVE,nan,nan,201580.0,00,nan,Bench,On Bench,1,0,1,0,2,2,1.0,0,2.0,0,0,3,2,0.666666666666666,24,7.933333333333334,18,-6,6,0,4,0,1,0,1,0,0,0,0.0,0,2,2,1.0,ATL,2022-02-03 21:10,Base Set,Common,2,Dunk,2021-01-25 00:00:00+00:00,Cleveland Cavaliers,35000,31603.0,0.0,2261.0,1228.0,0.0,12.0,5,0.00%,0.0,25.0,2109.0,False,False,False,False,VISIBLE,3e20a725-57e1-4389-ae1a-4590a260e55e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3e20a725-57e1-4389-ae1a-4590a260e55e,0.00%,3339,62,Block,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Block,64-61,3,0.32954545454545453
Jae Crowder,PHX,0022100783,203109,40,33,7,0.825,28.03179166666667,3.15,7.775,0.405,1.875,5.25,0.357,0.925,1.15,0.804,0.35,4.475,4.825,1.4,0.925,1.275,0.45,0.125,2.375,1,9.1,228,0,0,ATL,0022100783,away,ACTIVE,nan,nan,203109.0,99,PF,Starter,In Game,1,0,0,0,6,2,0.333333333333333,0,0.0,1,0,0,0,0.0,40,15.6,42,2,5,2,2,0,2,0,2,0,5,1,0.2,0,1,1,1.0,ATL,2022-02-03 21:11,Base Set,Common,2,3 Pointer,2021-01-24 02:00:00+00:00,Phoenix Suns,40000,35352.0,0.0,3458.0,1341.0,0.0,12.0,5,0.00%,0.0,25.0,1616.0,False,False,False,False,VISIBLE,ab7b575d-efaf-459e-b969-0fefd90dbe5d,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ab7b575d-efaf-459e-b969-0fefd90dbe5d,0.00%,1240,69,Assist,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Assist,64-61,3,0.7
Jalen Smith,PHX,0022100783,1630188,25,20,5,0.8,13.6516,2.32,5.04,0.46,0.32,1.36,0.235,1.56,2.0,0.78,2.04,3.2,5.24,0.2,0.84,0.24,0.68,0.32,1.88,2,6.52,71,3,0,ATL,0022100783,away,ACTIVE,nan,nan,1630188.0,10,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-03 21:13,Base Set,Common,2,Jump Shot,2020-12-24 03:30:00+00:00,Phoenix Suns,4000,3813.0,0.0,183.0,4.0,0.0,12.0,170,0.00%,0.59,11.84,171.0,True,True,True,True,VISIBLE,ca0de16f-1e25-401b-8410-bad1e4f5907f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+ca0de16f-1e25-401b-8410-bad1e4f5907f,0.00%,4000,170,Jump Shot,2,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Jump Shot,Base Set-Common-2-Jump Shot,64-61,3,0.1
Justin Jackson,PHX,0022100783,1628382,4,3,1,0.75,6.191666666666666,1.25,1.75,0.714,0.75,1.25,0.6,0.0,0.0,0.0,0.25,1.25,1.5,0.0,0.25,0.0,0.0,0.0,0.5,0,3.25,13,0,0,ATL,0022100783,away,ACTIVE,nan,nan,1628382.0,45,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,64-61,3,0.0
Landry Shamet,PHX,0022100783,1629013,45,37,8,0.822,19.80748148148148,2.3777777777777778,6.4222222222222225,0.37,1.5777777777777777,4.466666666666667,0.353,1.0222222222222221,1.2,0.852,0.24444444444444444,1.6666666666666667,1.9111111111111112,1.5777777777777777,0.5333333333333333,0.4666666666666667,0.08888888888888889,0.4222222222222222,1.1555555555555554,0,7.355555555555555,118,0,0,ATL,0022100783,away,INACTIVE,INACTIVE_INJURY,Right Ankle; Sprain,1629013.0,14,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-03 21:09,Base Set,Common,2,3 Pointer,2021-01-30 01:00:00+00:00,Brooklyn Nets,40000,35858.0,0.0,3103.0,1211.0,0.0,12.0,5,25.00%,0.0,25.0,2064.0,False,False,False,False,VISIBLE,410e025a-9779-4373-b048-4411385894b9,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+410e025a-9779-4373-b048-4411385894b9,0.00%,2851,34,Dunk,1,Base Set,Common,"Wed, Feb 2",INJ - exp. back Feb 5,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Dunk,64-61,3,0.7888888888888889
MJ Walker,PHX,0022100783,1630640,2,1,1,0.5,4.196666666666666,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0,0.0,-3,0,0,ATL,0022100783,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,64-61,3,0.25
Mikal Bridges,PHX,0022100783,1628969,50,41,9,0.82,34.67433333333334,5.04,9.7,0.52,1.36,3.62,0.376,1.22,1.42,0.859,1.02,3.22,4.24,2.08,0.76,1.24,0.46,0.34,1.9,1,12.66,327,0,0,ATL,0022100783,away,ACTIVE,nan,nan,1628969.0,25,SF,Starter,In Game,1,1,0,0,7,4,0.5714285714285711,0,0.0,1,0,0,0,0.0,48,19.550833333333333,52,4,9,2,6,0,2,1,3,0,2,1,0.5,1,5,3,0.6,ATL,2022-02-03 21:09,Base Set,Common,2,Assist,2021-01-21 02:30:00+00:00,Phoenix Suns,40000,36205.0,0.0,2828.0,1102.0,0.0,12.0,5,0.00%,0.0,25.0,1248.0,False,False,False,False,VISIBLE,375d35a4-c42e-473e-9d0f-52c2fb7be255,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+375d35a4-c42e-473e-9d0f-52c2fb7be255,-1.56%,3999,63,Dunk,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Assist,Base Set-Common-1-Dunk,64-61,3,2.04
Paris Bass,PHX,0022100783,1628238,2,2,0,1.0,3.691666666666667,1.0,3.0,0.333,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,1.0,0,3.0,2,0,0,ATL,0022100783,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,64-61,3,0.0
Bogdan Bogdanovic,ATL,0022100783,203992,32,15,17,0.469,28.51364583333333,4.59375,10.96875,0.419,2.3125,6.53125,0.354,1.0625,1.34375,0.791,0.28125,3.5,3.78125,2.78125,0.9375,0.75,0.1875,0.25,1.96875,1,12.5625,15,0,0,PHX,0022100783,home,ACTIVE,nan,nan,203992.0,13,nan,Bench,On Bench,1,4,0,0,2,1,0.5,0,0.0,1,0,0,0,0.0,29,14.0,38,9,3,0,0,0,1,0,1,1,2,1,0.5,0,0,0,0.0,PHX,2022-02-03 21:10,Base Set,Common,2,Layup,2021-01-03 00:30:00+00:00,Atlanta Hawks,40000,35240.0,0.0,3042.0,1825.0,0.0,12.0,5,0.00%,-16.67,0.0,1385.0,False,False,False,False,VISIBLE,b7e5e7b3-2b97-4c52-883b-5aeb589c595d,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b7e5e7b3-2b97-4c52-883b-5aeb589c595d,0.00%,3345,52,Assist,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Assist,61-64,-3,5.390625
Cam Reddish,ATL,0022100783,1629629,34,15,19,0.441,23.43294117647059,4.0588235294117645,10.088235294117647,0.402,1.7058823529411764,4.5,0.379,2.1176470588235294,2.3529411764705883,0.9,0.5882352941176471,1.8823529411764706,2.4705882352941178,1.1176470588235294,1.2941176470588236,1.0294117647058822,0.3235294117647059,0.5882352941176471,1.3235294117647058,1,11.941176470588236,-166,0,0,PHX,0022100783,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:08,Base Set,Common,2,Dunk,2021-01-16 02:00:00+00:00,Atlanta Hawks,40000,35973.0,0.0,2847.0,1355.0,0.0,12.0,5,25.00%,0.0,0.0,1901.0,False,False,False,False,VISIBLE,bac836d0-23ec-4947-ae23-67bcca62037a,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+bac836d0-23ec-4947-ae23-67bcca62037a,0.00%,1000,190,Dunk,1,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,61-64,-3,0.5588235294117647
Cameron Oliver,ATL,0022100783,1628419,2,1,1,0.5,21.65,5.0,7.5,0.667,0.5,1.5,0.333,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.0,0.5,0.5,0.0,2.5,1,11.5,-2,0,0,PHX,0022100783,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,61-64,-3,0.75
Cat Barber,ATL,0022100783,1627760,3,0,3,0.0,4.283333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1,0.0,11,0,0,PHX,0022100783,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,61-64,-3,0.5
Chaundee Brown Jr.,ATL,0022100783,1630602,3,1,2,0.333,27.691666666666666,3.0,8.333333333333334,0.36,2.0,5.0,0.4,1.6666666666666667,2.0,0.833,0.3333333333333333,4.333333333333333,4.666666666666667,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,2.3333333333333335,1,9.666666666666666,-19,0,0,PHX,0022100783,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,nan,nan,61-64,-3,0.6666666666666666
Clint Capela,ATL,0022100783,203991,42,21,21,0.5,28.82,5.0476190476190474,8.69047619047619,0.581,0.0,0.023809523809523808,0.0,1.1666666666666667,2.5714285714285716,0.454,3.9047619047619047,8.404761904761905,12.30952380952381,1.4047619047619047,0.5476190476190477,0.7619047619047619,1.4047619047619047,0.6190476190476191,2.380952380952381,2,11.261904761904763,48,22,0,PHX,0022100783,home,ACTIVE,nan,nan,203991.0,15,C,Starter,In Game,1,2,1,0,2,1,0.5,0,0.0,0,0,0,0,0.0,39,14.966666666666667,40,1,2,0,2,0,8,0,8,0,0,0,0.0,0,2,1,0.5,PHX,2022-02-03 21:08,Base Set,Common,2,Block,2021-04-06 23:30:00+00:00,Atlanta Hawks,40000,35287.0,0.0,3146.0,1675.0,0.0,12.0,5,0.00%,0.0,0.0,1317.0,False,False,False,False,VISIBLE,35d2f797-9070-4ffe-a18a-edc5f91aa5f2,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+35d2f797-9070-4ffe-a18a-edc5f91aa5f2,-9.09%,12000,20,Dunk,2,Base Set,Common,nan,nan,1610612756,61,PHX,00:00.00,Half,1610612737,64,ATL,2,2022-02-03 19:30:00-05:00,Base Set-Common-2-Block,Base Set-Common-2-Dunk,61-64,-3,2.7023809523809526
